jobName,tags,area,workYear,degree,companyName,companyType,companySize,logo,min_salary,max_salary
Java开发工程师,"java,spring,Oracle,MySQL,linux,JVM原理,多线程,SpringBoot,五险一金,餐饮补贴,专业培训,年终奖金",上海上海普陀区,3-4年,大专,上海欣影电力科技股份有限公司,已上市,50-150人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/home_logo_default.png,15000,25000
Java工程师,"spring,springboot,redis,springcloud,mongodb,mybatis,netty,五险,年终奖金,团建",深圳深圳龙华区,5-7年,大专,深圳市希比希科技有限公司,民营,50-150人,https://img01.51jobcdn.com/fansImg/CompLogo/8/7594/7593814/285117014812358922836_300.png?1683256132510,8000,13000
Java开发工程师（小程序及移动端）,"springboot,mybatis,spring,springmvc,教育,开发,商城,五险一金,员工旅游,通讯补贴,绩效奖金,年终奖金,定期体检",上海上海静安区,3-4年,本科,上海紫越网络科技股份有限公司,民营,150-500人,https://img01.51jobcdn.com/fansImg/CompLogo/1/305/304620/304620_120.gif?635800702276729027,12000,18000
高级Java开发工程师,"培训,java,mysql,oracle,数据库,spring,jquery,springboot,mybatis,sql,五险,周末双休,节日福利",湖南省长沙岳麓区,3-4年,本科,长沙艾高信息科技有限公司,民营,少于50人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_software.png,8000,12000
全栈工程师,"java,mysql,oracle,spring,jquery,springboot,css,html,javascript,jsp,五险一金,绩效奖金,交通补贴,全勤奖,出差补贴,做五休二,周末双休",北京北京海淀区,5-7年,本科,北京航天鳞象科技发展有限公司,国企,150-500人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_software.png,10000,20000
Java-六险一金-本社自研项目,"java,mysql,spring,springboot,redis,sqlserver,maven,springcloud,前端开发,编码,五险一金,补充医疗保险,餐饮补贴,交通补贴",辽宁省大连高新园区,5-7年,大专,大连良机予人科技有限公司,民营,50-150人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_software.png,10833,16250
Java,"java,mysql,oracle,spring,springboot,mybatis,redis,金融,springcloud,json,五险一金,专业培训,节日福利",深圳深圳福田区,3-4年,本科,深圳市睿服科技有限公司,民营,1000-5000人,https://img01.51jobcdn.com/fansImg/CompLogo/6/5201/5200657/5200657_300.png?637734296059628483,10000,15000
Java高级,"java,mysql,oracle,数据库,spring,springboot,mybatis,redis,开发,sqlserver,五险一金,专业培训,员工旅游",湖北省武汉,5-7年,本科,武汉大工尹科技发展有限公司,民营,少于50人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_software.png,10000,13000
Java,"java,mysql,spring,springboot,redis,sqlserver,springcloud,前端开发,编码,节假日福利,专业培训,五险一金,补充医疗保险",辽宁省大连高新园区,5-7年,大专,大连良机予人科技有限公司,民营,50-150人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_software.png,12000,17000
中级Java开发工程师-综合能源,"计算机,java,mysql,oracle,spring,springboot,mybatis,springmvc,springcloud,hibernate,五险一金,员工旅游,年终奖金,定期体检,餐饮补贴,节假日福利",广东省广州,3-4年,本科,广州海颐软件有限公司,民营,500-1000人,https://img01.51jobcdn.com/fansImg/CompLogo/1/391/390088/390088_120.gif?635914097343739073,12000,18000
初级Java开发工程师,"java,mysql,oracle,spring,springboot,mybatis,springmvc,sqlserver,zookeeper,五险一金,绩效奖金,定期体检,周末双休,带薪年假,餐饮补贴,年终奖金",四川省成都,2年,本科,盈飞无限管理软件(北京)有限公司,外资（欧美）,少于50人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_software.png,10000,11000
中级Java开发工程师,"java,mysql,oracle,spring,linux,springboot,mybatis,springmvc,redis,svn,五险一金,专业培训,年终奖金,绩效奖金,每年多次调薪,员工旅游,股票期权",云南省昆明盘龙区,2年,本科,盛视科技股份有限公司,已上市,1000-5000人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_software.png,8000,13000
Java开发工程师,"java,spring,linux,springboot,mybatis,springmvc,redis,mvc,shell,设计模式,五险一金,节日福利,生日福利,团队活动",浙江省杭州,5-7年,大专,南京日冲软件股份有限公司,民营,150-500人,https://img01.51jobcdn.com/fansImg/CompLogo/3/2753/2752939/2752939_300.jpg?636821096552824825,18000,22000
Java开发工程师,"人工智能,spring,springboot,项目管理,mysql,需求定义,gis,五险一金,专业培训,年终奖金,弹性工作,通讯补贴,员工旅游,绩效奖金,定期体检,商业保险",湖北省武汉洪山区,3-4年,本科,武汉智丽丰信息科技有限公司,民营,50-150人,https://img01.51jobcdn.com/fansImg/CompLogo/6/5224/5223985/5223985_300.png?636736601193848714,9000,15000
Java开发工程师,"java,mysql,spring,linux,springboot,springmvc,调试,springcloud,git,docker,五险一金,餐饮补贴,定期体检,交通补贴,年终奖金,绩效奖金",四川省成都金牛区,2年,本科,西交川数院（四川）数字产业发展有限公司,国企,50-150人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/home_logo_default.png,6000,12000
中级Java开发工程师,"oracle,spring,jquery,linux,springboot,css,html,javascript,sql,ajax,五险一金,绩效奖金,年终奖金,定期体检",云南省昆明盘龙区,2年,本科,深圳市壹平台信息技术有限公司,民营,50-150人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_software.png,6000,11000
Java高级开发工程师-南京分公司,"计算机,java,mysql,oracle,spring,jquery,springboot,mybatis,css,html,五险一金,补充医疗保险,餐饮补贴,通讯补贴,定期体检,年终奖金",江苏省南京鼓楼区,3-4年,本科,中数通信息有限公司,国企,1000-5000人,https://img01.51jobcdn.com/fansImg/CompLogo/1/3/2411/6755865586679697704_300.png?1692082461157,8000,15000
JAVA开发工程师,"计算机,java,mysql,spring,springboot,mybatis,springmvc,redis,开发,springcloud,五险一金,年终奖金,绩效奖金,定期体检",上海上海,5-7年,本科,上海美吉生物医药科技有限公司,合资,500-1000人,https://img01.51jobcdn.com/fansImg/CompLogo/3/2543/2542415/2542415_300.jpg?636528359236028388,21667,27083
Java,"java,mysql,oracle,spring,springboot,mybatis,redis,金融,springcloud,json,五险一金,周末双休,定期体检",深圳深圳福田区,3-4年,本科,深圳市睿服科技有限公司,民营,1000-5000人,https://img01.51jobcdn.com/fansImg/CompLogo/6/5201/5200657/5200657_300.png?637734296059628483,14000,15000
Java开发工程师,"计算机,java,mysql,spring,jquery,springboot,mybatis,css,html,springmvc,五险一金,专业培训,弹性工作,定期体检,员工旅游,周末双休",深圳深圳宝安区,3-4年,本科,奇宏电子（深圳）有限公司,外资（非欧美）,5000-10000人,https://img01.51jobcdn.com/fansImg/CompLogo/3/2426/2425656/2425656_120.gif?636159198276473379,12000,15000
Java开发工程师,"java,mysql,oracle,数据库,spring,springboot,mybatis,需求分析,sql,hibernate,五险一金,员工旅游,专业培训,绩效奖金,年终奖金,定期体检",江苏省南京雨花台区,5-7年,本科,南京民基悠步信息技术有限公司,民营,50-150人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_software.png,15000,20000
Java,"计算机,java,mysql,spring,springboot,mybatis,redis,开发,maven,springcloud,五险一金,员工旅游,年终奖金,专业培训,定期体检",上海上海浦东新区,5-7年,本科,好买财富管理股份有限公司,民营,500-1000人,https://img01.51jobcdn.com/fansImg/CompLogo/3/2002/2001938/2001938_120.gif?635824199294704922,17000,22000
Java中级工程师（深交所）,"java,mysql,oracle,spring,springboot,mybatis,redis,开发,springcloud,json,五险一金,补充医疗保险,年终奖金",深圳深圳,3-4年,本科,深圳市睿服科技有限公司,民营,1000-5000人,https://img01.51jobcdn.com/fansImg/CompLogo/6/5201/5200657/5200657_300.png?637734296059628483,14000,15000
Java高级开发工程师（网络金融）,"java,mysql,spring,springboot,项目管理,redis,做五休二,周末双休,五险一金,绩效奖金,交通补贴,餐饮补贴,带薪年假,补充医疗保险,补充公积金,定期体检",上海上海长宁区,5-7年,本科,交银企业管理服务（上海）有限公司张江高科技园区分公司,国企,10000人以上,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/home_logo_default.png,25000,37500
高级后端开发工程师,"计算机,java,mysql,oracle,spring,springboot,springmvc,开发,springcloud,hibernate,五险一金,交通补贴,餐饮补贴,通讯补贴,绩效奖金,定期体检",深圳深圳罗湖区,5-7年,大专,深圳优尼信息技术有限公司,民营,150-500人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_software.png,15000,23000
研发部经理,"计算机,java,mysql,oracle,spring,linux,springboot,mybatis,redis,sql,五险一金,餐饮补贴,绩效奖金,定期体检,带薪年假,周末双休,加班补贴,节日福利",深圳深圳南山区,5-7年,本科,深圳市航天无线通信技术有限公司,民营,150-500人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/home_logo_default.png,20000,30000
Java开发工程师（金融02）,"计算机,java,spring,jquery,linux,springboot,mybatis,css,html,javascript,五险一金,带薪年假",上海上海浦东新区,3-4年,本科,上海复深蓝软件股份有限公司,已上市,1000-5000人,https://img01.51jobcdn.com/fansImg/CompLogo/1/103/102233/102233_120.gif?635700457649486530,15000,20000
Java开发工程师,"java,数据库,spring,linux,springcloud,springboot,五险一金,餐饮补贴",北京北京海淀区,5-7年,本科,京北方信息技术股份有限公司珠海分公司,民营,少于50人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_software.png,17000,22000
中级java工程师,"java,mysql,spring,linux,springboot,springmvc,redis,开发,springcloud,jdk,五险一金,年度体检,周末双休",湖南省长沙,3-4年,大专,上海西信信息科技股份有限公司,已上市,150-500人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_compuserve.png,8000,10000
Java开发工程师,"计算机,spring,jquery,linux,springboot,javascript,sql,ajax,前端,多线程,专业培训,年终奖金,专业培训,年终奖金,季度奖金",四川省成都,5-7年,本科,神州数码信息服务股份有限公司,已上市,10000人以上,https://img01.51jobcdn.com/fansImg/CompLogo/3/2684/2683268/2683268_300.png?637625649163238352,18000,23000
Java开发工程师,"java,spring,springboot,springmvc,hibernate,软件开发,SpringBean,JPA,JSF,js,五险一金,周末双休,年终奖金,节日福利,交通补贴,餐饮补贴,专业培训,定期体检",江苏省南京江宁区,5-7年,本科,庄莲（南京）进出口有限责任公司,民营,少于50人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_software.png,13000,17333
Java开发工程师,"java,mysql,oracle,数据库,spring,jquery,springboot,mybatis,springmvc,项目管理,五险一金,员工旅游,通讯补贴,绩效奖金",江苏省盐城亭湖区,3-4年,本科,南京优通信息科技股份有限公司,已上市,50-150人,https://img01.51jobcdn.com/fansImg/CompLogo/3/2955/2954658/2954658_120.gif?635775055328329627,9000,12000
Java开发工程师,"java,oracle,数据库,spring,linux,springboot,mybatis,需求分析,sql,vue,节日福利,全勤奖,专业培训,带薪年假,员工旅游,提供食宿,包住宿,免费班车,五险一金,定期体检",广东省广州南沙区,3-4年,本科,广州祈信金属制品有限公司,外资（非欧美）,1000-5000人,https://img01.51jobcdn.com/fansImg/CompLogo/1/398/397917/378676882449033842955_300.png?1692611285776,10833,21667
Java开发工程师（金融保险）20,"springcloud,springboot,spring,多线程,shell,zookeeper,金融保险经验,五险一金,做五休二,免费班车,定期体检,员工旅游",上海上海徐汇区,3-4年,本科,上海复深蓝软件股份有限公司,已上市,1000-5000人,https://img01.51jobcdn.com/fansImg/CompLogo/1/103/102233/102233_120.gif?635700457649486530,15000,20000
Java开发（稳定+大平台）,"java,oracle,spring,springboot,redis,sql,vue,js,springcloud,收单,五险一金,餐饮补贴,绩效奖金,年终奖金,定期体检,专业培训,加班费,部门团建",海南省海口美兰区,3-4年,本科,上海华腾软件系统有限公司,已上市,500-1000人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_software.png,10833,16250
中级Java开发工程师,"java,mysql,oracle,数据库,spring,jquery,springboot,mybatis,springmvc,项目管理,五险一金,员工旅游,通讯补贴,绩效奖金,年终奖金,股票期权",江苏省南京雨花台区,8-9年,本科,南京优通信息科技股份有限公司,已上市,50-150人,https://img01.51jobcdn.com/fansImg/CompLogo/3/2955/2954658/2954658_120.gif?635775055328329627,16000,20000
运营技术部高级经理,"计算机,java,mysql,spring,linux,springboot,mybatis,css,html,springmvc,五险一金,餐饮补贴,专业培训,定期体检",浙江省杭州滨江区,3-4年,本科,帕科视讯科技（杭州）股份有限公司,已上市,150-500人,https://img01.51jobcdn.com/fansImg/CompLogo/8/7321/7320269/215972102134888412280_300.png?1677231062015,15000,25000
Java开发工程师（数字运营）,"java,mysql,oracle,数据库,spring,linux,springboot,redis,sql,需求调研,五险一金,交通补贴,餐饮补贴,通讯补贴,年终奖金,定期体检",江苏省南京,3-4年,本科,中博信息技术研究院有限公司,国企,500-1000人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_software.png,10000,15000
中级Java工程师,"java,mysql,springmvc,springboot,springcloud,git,spring,五险一金",湖北省武汉武昌区,3-4年,大专,匠音信息科技有限公司,民营,50-150人,https://img01.51jobcdn.com/fansImg/CompLogo/8/7666/7665147/236074327572861103974_300.png?1678351053550,8000,12000
软件开发工程师,"java,mysql,数据库,spring,jquery,springboot,mybatis,redis,vue,开发",浙江省嘉兴,3-4年,本科,浙江欧迪恩传动科技股份有限公司,合资,1000-5000人,https://img04.51jobcdn.com/im/mkt/app/51job_phone/app/homelogo/new/home_logo_default_auto.png,8000,12000
Java后端开发工程师,"java,数据库,spring,linux,测试,springboot,mybatis,redis,开发,maven,五险一金,免费班车,通讯补贴,餐饮补贴,定期体检,年终奖金",深圳深圳南山区,5-7年,本科,深圳市联科科技有限公司,民营,500-1000人,https://img01.51jobcdn.com/fansImg/CompLogo/3/2751/2750992/136915531648228822540_300.png?1668138942527,16250,21667
Java高级开发工程师,"计算机,java,mysql,数据库,spring,linux,springboot,mybatis,springmvc,redis,五险一金,带薪年假,周末双休,年终奖金,绩效奖金,定期体检,员工旅游,通讯补贴",湖北省武汉洪山区东湖新技术开发区,5-7年,本科,任子行网络技术股份有限公司,已上市,1000-5000人,https://img01.51jobcdn.com/fansImg/CompLogo/1/271/270592/270592_120.gif?635951190718219391,16250,21667
